EPICID Teff logg
220171485.000000 4227.256300 4.639200
201141265.000000 3880.391400 4.530000
206025147.000000 3625.571500 4.670900
201213312.000000 3372.485000 4.911400
228742214.000000 3514.962000 4.754200
220177289.000000 3450.373500 4.917000
248412004.000000 3696.741700 4.584200
205917153.000000 4209.092300 4.363200
211430777.000000 3837.484100 4.683600
211479529.000000 3368.438500 4.418500
228709956.000000 4097.768000 4.692700
201089247.000000 3466.349900 4.580000
220171406.000000 3402.388000 4.994200
228755796.000000 4108.970700 4.507000
212374635.000000 4141.255000 4.503600
228722851.000000 3675.326700 4.834400
246792543.000000 3610.125500 4.791400
211341991.000000 4122.134000 4.259100
211325490.000000 3993.714400 4.703300
220205909.000000 3567.044700 4.011900
220174943.000000 4000.879400 4.676900
220208332.000000 4249.448700 4.631800
220217802.000000 3824.258000 4.672900
211324534.000000 3465.180000 4.525400
246033886.000000 3897.109400 4.745400
211383783.000000 3667.349400 4.267600
245993874.000000 3553.416000 4.407600
235706378.000000 3453.817000 4.583000
212177756.000000 3793.064500 4.613200
220206714.000000 4192.877000 4.664000
201245379.000000 4052.913600 4.689700
212319974.000000 3599.237500 4.614500
213370656.000000 4214.442400 4.667300
245926035.000000 4149.816400 4.476900
248421520.000000 3434.361300 4.852200
206016966.000000 3903.869400 4.723500
245981347.000000 3655.630600 4.634100
246607904.000000 3553.574200 4.693700
211349429.000000 3433.011700 4.900900
228714518.000000 3520.827000 4.764600
228728361.000000 3892.424600 4.647300
246745786.000000 3380.309000 4.850300
245937023.000000 3669.848600 4.732400
206042052.000000 3713.200400 4.496400
246784966.000000 3924.200400 4.642700
202068504.000000 3562.751000 4.755300
202082084.000000 4100.180700 4.649700
202083650.000000 3826.919000 4.439100
220167071.000000 3891.330800 4.607000
228746427.000000 4156.307000 4.319000
228725366.000000 3774.197800 4.672700
246753673.000000 3284.211400 4.971000
213772062.000000 3550.189000 4.882200
220257375.000000 4197.448000 4.646700
201133059.000000 3974.681200 4.665500
201183292.000000 3889.699000 4.671200
220172979.000000 3513.312300 4.762300
246766618.000000 3518.284200 4.911300
201235926.000000 3454.198200 4.762900
205913826.000000 4246.515000 4.612400
210369015.000000 3503.668500 4.829600
220188503.000000 3556.111000 4.722500
220207096.000000 3786.583500 4.695500
220210531.000000 3914.412800 4.716300
211339555.000000 3432.723400 4.790000
248423501.000000 3789.522000 4.721000
220160712.000000 3856.402600 4.641000
205982496.000000 4221.574000 4.586800
210425673.000000 3659.881600 4.721200
220197874.000000 3620.617000 4.642000
220198073.000000 4240.663000 4.647200
245997768.000000 3356.373800 4.957900
205965241.000000 3853.899000 4.474600
220205749.000000 3555.361600 4.679600
228759780.000000 3510.582300 4.668800
228734093.000000 3385.639200 4.885700
201222078.000000 4123.193000 4.553900
205932013.000000 4002.597200 4.683300
206001005.000000 4176.618700 4.539700
228739553.000000 4036.384800 4.663800
220204353.000000 3704.197300 4.695000
228716624.000000 3621.036400 4.425200
245923847.000000 4143.954000 4.335300
220209796.000000 4105.480500 4.668100
220267635.000000 3516.195000 4.793700
228715550.000000 4130.068400 4.690700
220195339.000000 3625.768600 4.551300
220187274.000000 3436.613300 4.702300
220206209.000000 3353.209700 4.340700
246708058.000000 3519.835700 4.904300
220190173.000000 3879.356200 4.462700
220228894.000000 4249.448700 4.479900
220286168.000000 3761.336400 4.719200
220191598.000000 3223.238500 4.973800
245932685.000000 3433.021200 4.730000
249138573.000000 4246.468800 4.662700
220214633.000000 4136.826000 4.677600
205908429.000000 4124.341000 4.683000
213566127.000000 3279.336200 4.954300
205928505.000000 4196.015000 4.367400
246734491.000000 3513.296900 4.848100
210441289.000000 3608.635500 4.554400
249268887.000000 3768.065700 4.579700
246009774.000000 4132.472700 4.665700
246829028.000000 3934.794700 4.498100
220157525.000000 3981.634800 4.674100
201204345.000000 3837.252400 4.656500
213472639.000000 3635.639000 4.781300
251578914.000000 3817.621000 4.662100
228730211.000000 3640.026400 4.389700
228741818.000000 3545.689700 4.597100
246068334.000000 3477.049600 4.548500
212183238.000000 3453.439700 4.589000
251564951.000000 3491.155800 4.984000
245921710.000000 3675.915800 4.303000
203246779.000000 3743.776400 4.591800
210406775.000000 3661.205800 4.686400
220244084.000000 4231.877000 4.614900
228743482.000000 3708.207500 4.461400
201158659.000000 4201.049300 4.652800
212354868.000000 3390.002400 4.893800
220192745.000000 4116.112000 4.499200
220268376.000000 3621.984600 4.887200
220263161.000000 3836.521500 4.395800
201148030.000000 3475.397000 4.791800
249158040.000000 3513.717500 4.885600
220187257.000000 3401.962000 4.890100
249212638.000000 3761.233200 4.800600
210370582.000000 3492.846700 4.939700
210466851.000000 3583.754200 4.738200
220255624.000000 3865.478500 4.242900
246868287.000000 4187.630000 4.575600
205952790.000000 4053.854700 4.480400
251553643.000000 3506.862800 4.769600
245945256.000000 4224.635000 4.569300
246720329.000000 3564.179000 4.754500
220198266.000000 3884.468800 4.674200
201164775.000000 3535.062300 4.579000
220184600.000000 4029.972700 4.696400
211351975.000000 3510.910000 4.816800
212207435.000000 3642.777000 4.443200
220189902.000000 4246.282000 4.659000
201263800.000000 3767.385300 4.565400
205916940.000000 4124.456000 4.358000
220221184.000000 3776.380400 4.625300
248416759.000000 4182.409700 4.398300
248431105.000000 3336.956000 4.845800
201275753.000000 3879.784400 4.627200
220199370.000000 4160.008000 4.465000
228716327.000000 3664.646500 4.737800
201272536.000000 3869.854500 4.611100
205954646.000000 4073.140000 4.339800
205911202.000000 3600.557900 4.174000
228717614.000000 3563.034700 4.781500
210378327.000000 3678.429000 4.663700
210384032.000000 3581.337200 4.623500
249136989.000000 4209.699700 4.618500
220263373.000000 4173.105000 4.544100
249148185.000000 3418.971700 4.901900
212289723.000000 3503.041500 4.847000
201236433.000000 3986.118200 4.667400
210362668.000000 3893.801000 4.673000
210362732.000000 3532.383300 4.702600
245929372.000000 3824.936300 4.278200
201141799.000000 4226.054000 4.558000
201272062.000000 4161.673000 4.555200
202081361.000000 4049.744100 4.733400
202081713.000000 3425.317900 4.195600
202081757.000000 4139.170400 4.644400
202081772.000000 4233.864000 4.595600
202081791.000000 4130.667000 4.657700
202084981.000000 3872.955300 4.451400
202085444.000000 3705.847000 4.670100
202085730.000000 4088.791000 4.406200
202135106.000000 3414.481200 4.547800
202135838.000000 3276.007300 4.646800
202136102.000000 3650.404300 4.861300
220192936.000000 3461.394500 4.771900
220215406.000000 3647.329600 4.632900
249128131.000000 3719.557900 4.534100
201284286.000000 3745.075400 4.739100
245930965.000000 3684.257600 4.681600
211315632.000000 4229.174000 4.554100
220225917.000000 3899.480500 4.713000
228742127.000000 3621.690400 4.738500
212308517.000000 3525.076200 4.899500
220217642.000000 3590.995600 4.724200
205952500.000000 3820.569000 4.448900
220215924.000000 3228.471400 4.920100
220264754.000000 3615.238300 4.735100
213540571.000000 3271.471200 4.962000
249177605.000000 4042.807100 4.654200
220197043.000000 3534.381000 4.844800
201239433.000000 3813.168200 4.687100
205906140.000000 3893.860800 4.397000
205953137.000000 3802.110400 4.741000
220234445.000000 3511.465000 4.931300
228728516.000000 3902.286000 4.648800
246747071.000000 4087.590300 4.651700
201275219.000000 3521.648700 4.433500
210379604.000000 3483.511200 4.761000
228746643.000000 3701.465300 4.660800
210381516.000000 3978.112800 4.545900
220207911.000000 3363.672900 4.901900
220232124.000000 3979.670200 4.700500
220197297.000000 3619.824000 4.208300
228736623.000000 3460.079600 4.830800
220183149.000000 4170.920000 4.561000
205897389.000000 3985.238500 4.695200
205929760.000000 3636.738800 4.404900
246874173.000000 3639.842500 4.394000
206030387.000000 3638.799600 4.132900
210457290.000000 3811.728300 4.667200
211430884.000000 4169.303700 4.476400
220182330.000000 3435.736000 4.051100
210393794.000000 3481.876500 4.783200
201193874.000000 4117.382000 4.696000
201920159.000000 3562.868400 4.644500
220154813.000000 4218.365700 4.638700
201235991.000000 3510.807900 4.660400
210427204.000000 3374.276000 4.470300
212230852.000000 3423.539300 4.863600
228758535.000000 3815.878000 4.753800
245946315.000000 3970.969000 4.375100
228750977.000000 3414.762200 4.593700
211321784.000000 4120.371000 4.392600
228769991.000000 3434.947800 4.798400
228723363.000000 3373.668500 4.905300
220176187.000000 3722.021200 4.561500
228765671.000000 3636.826700 4.405700
205992653.000000 3839.294200 4.684200
205939962.000000 4177.035600 4.615400
220159781.000000 3513.428000 4.786000
220170794.000000 3574.882300 4.799000
245943439.000000 3661.714400 4.759100
245934786.000000 3850.957000 4.394400
245972583.000000 3888.842800 4.712100
211507097.000000 3742.979000 4.802900
205899868.000000 3695.796100 4.534900
220145002.000000 4168.516600 4.447800
205925018.000000 4169.802700 4.623900
212332982.000000 3516.069600 4.857800
245921361.000000 3635.351300 4.518300
212210708.000000 3547.444000 4.851200
220182670.000000 3868.794700 4.711900
211329134.000000 3592.413300 4.813400
211416122.000000 3583.919400 4.705400
210422116.000000 3373.346200 4.631700
235658640.000000 3658.266400 4.184900
220153407.000000 3523.157000 4.721700
205996025.000000 3553.773200 4.495200
220165000.000000 4231.865000 4.641800
212190280.000000 3381.378200 4.853800
228729278.000000 3472.376200 4.590400
220191080.000000 3546.509300 4.408800
246043496.000000 3608.300500 4.176800
213187365.000000 3315.334500 4.913900
249134884.000000 4197.296400 4.565400
249209743.000000 3323.542200 4.993900
220290917.000000 3850.405300 4.717700
205949322.000000 3790.254400 4.689800
220225783.000000 4188.917500 4.474000
228728109.000000 3550.280800 4.428600
245939622.000000 4143.640000 4.597800
220197278.000000 4031.284700 4.612400
205896499.000000 3503.326200 4.513800
249149170.000000 4082.557900 4.638400
201145370.000000 4185.124500 4.685400
246056941.000000 3340.975800 4.416900
201182783.000000 3667.125700 4.793500
211510813.000000 3601.020300 4.392900
245963955.000000 4132.200000 4.690300
211389268.000000 3473.127200 4.402700
245912351.000000 3984.969500 4.660200
228727599.000000 3610.042200 4.907700
248480477.000000 4092.550300 4.672400
248468082.000000 3552.086000 4.663700
249097472.000000 3519.953400 4.437300
245919365.000000 3441.418200 4.801100
210372741.000000 3441.350000 4.826400
212221504.000000 3506.183300 4.725600
246685007.000000 3613.528000 4.595800
246743450.000000 3486.664300 4.511800
251373983.000000 3395.597700 4.408800
246844308.000000 3586.533200 4.794300
201149741.000000 3451.999000 4.790400
220180704.000000 3515.295700 4.814100
229143596.000000 4230.502000 4.538600
246861155.000000 4246.261000 4.654200
211341667.000000 3540.350600 4.771000
212308616.000000 3759.796400 4.843000
201206795.000000 3384.871600 4.419500
249117518.000000 3706.349400 4.386000
210417498.000000 3388.700000 4.790700
245978579.000000 3641.455600 4.393900
251625366.000000 4079.112300 4.694300
210449185.000000 3461.996800 4.794000
245998620.000000 3426.497000 4.560200
246728920.000000 3676.095500 4.523900
220207633.000000 3539.458700 4.759700
246756417.000000 4173.655000 4.668000
248432522.000000 4177.593300 4.678100
220234729.000000 4093.280500 4.702000
220303546.000000 3505.713600 4.858800
213846096.000000 3527.800000 4.420700
220151612.000000 4151.487000 4.659200
251600071.000000 3836.340300 4.555800
249210550.000000 3706.565200 4.593000
220192360.000000 4086.100600 4.520900
201219762.000000 4093.689500 4.656100
205978988.000000 3664.620400 4.705300
212181092.000000 3666.781500 4.057200
205968336.000000 4140.766000 4.487400
210455921.000000 3494.534400 4.772800
211395034.000000 4196.093800 4.583400
220228955.000000 3544.745800 4.431300
201495285.000000 4052.838000 4.689700
220199841.000000 3957.265400 4.642400
228703860.000000 3685.548000 4.755800
201169558.000000 3750.324000 4.310600
201166730.000000 4147.623000 4.368000
212207177.000000 4115.484000 4.449500
245938695.000000 4155.625000 4.662000
203241615.000000 2792.658000 4.532800
205911960.000000 3791.472000 4.615000
210400862.000000 4167.505400 4.681500
220170857.000000 3528.793700 4.708400
220279762.000000 3856.277600 4.630900
249143915.000000 3683.274700 4.147900
248446929.000000 3570.116700 4.804400
212330607.000000 3410.052700 4.824100
220176906.000000 3516.241500 4.808900
228723046.000000 3720.380900 4.583500
245931241.000000 4144.031700 4.567700
203069249.000000 3440.647500 4.837400
228747779.000000 3998.455000 4.468600
248483005.000000 3678.293700 4.608900
211525023.000000 3535.497000 4.746100
210407201.000000 3468.701000 4.787600
201194232.000000 3667.699700 4.686800
249099084.000000 3488.109900 4.844300
201273122.000000 3612.234900 4.212300
210424595.000000 3685.807100 4.562600
251402679.000000 3767.381000 4.809100
220214138.000000 3643.247000 4.790000
211333883.000000 4072.681400 4.662100
201375540.000000 4242.102000 4.573400
246003935.000000 3433.360400 4.764000
245942551.000000 4194.905300 4.413100
202766930.000000 3688.475000 4.571100
245923715.000000 4118.639000 4.672300
251561522.000000 3652.595500 4.337900
212164356.000000 4162.925300 4.664900
245970515.000000 3985.862300 4.721200
201242596.000000 4192.460000 4.692400
205902984.000000 4194.633300 4.633200
245940638.000000 3713.763200 4.839800
201211805.000000 4242.782000 4.682500
210386471.000000 3530.035600 4.594900
205906390.000000 3688.560000 4.458200
213562417.000000 3170.884500 4.985800
228720626.000000 3505.459700 4.831900
251567665.000000 3392.236300 4.860900
205896348.000000 3815.142600 4.611700
201191486.000000 3500.557600 4.103600
201247574.000000 4143.456000 4.662900
211325738.000000 3575.398700 4.688200
211333481.000000 3457.803000 4.500600
201171175.000000 3689.212200 4.691500
235682994.000000 3582.918200 4.790900
211338752.000000 3607.787600 4.478200
211425510.000000 3807.160600 4.731100
249123468.000000 3857.594500 4.218600
205894941.000000 4099.298300 4.677400
228720389.000000 3655.233200 4.542600
246620318.000000 3515.276400 4.840800
249213758.000000 3958.301800 4.705700
205916083.000000 3488.973400 4.725500
249156639.000000 3557.419400 4.667000
205954783.000000 3812.016800 4.467400
246861722.000000 3554.186800 4.780600
201143426.000000 4209.753000 4.631600
202085302.000000 4071.869900 4.655100
202135164.000000 4155.002400 4.664400
205934874.000000 4135.945300 4.207200
228725992.000000 3714.793000 4.855500
205948516.000000 3682.999800 4.735600
212214234.000000 4173.348000 4.452600
206003718.000000 3621.656500 4.284700
220205364.000000 3484.450400 4.589400
246801723.000000 4100.561000 4.302200
220306791.000000 4199.993000 4.663100
228723259.000000 3830.891600 4.395400
220169813.000000 3592.111600 4.657900
248440730.000000 3894.560000 4.572200
248470153.000000 4108.531000 4.658800
251360907.000000 3806.396000 4.698900
201166521.000000 3360.769300 4.606100
220177395.000000 3472.538000 4.525800
201173976.000000 3673.267000 4.356700
201182911.000000 4105.834500 4.515300
201175161.000000 3956.663800 4.645500
213538212.000000 4093.069300 4.665200
228770349.000000 4205.018000 4.657000
210400601.000000 3335.426800 4.937400
211366936.000000 3313.338600 4.705700
220322419.000000 3883.027300 4.646900
201129992.000000 4104.784000 4.691600
220168057.000000 3673.614000 4.741700
205917243.000000 3561.839600 4.637900
205956292.000000 3911.985400 4.618000
245923445.000000 4083.297600 4.689700
228718350.000000 4237.498000 4.367000
246840582.000000 3783.819800 4.710400
251619581.000000 4210.603500 4.639400
202668839.000000 3717.308300 4.546800
211319940.000000 3830.650000 4.498400
220277692.000000 3579.544400 4.744800
201149420.000000 3690.085200 4.524100
220198839.000000 3459.794700 4.239800
201195593.000000 4184.104500 4.566600
228733130.000000 3867.085200 4.776300
205905922.000000 3658.395000 4.513700
220288191.000000 4076.582500 4.446100
245937515.000000 3468.817100 4.426000
245945036.000000 3461.962600 4.923600
201180709.000000 3409.998500 4.597700
201191910.000000 3753.634000 4.721400
210371702.000000 3364.358000 4.742200
211372933.000000 3558.978000 4.089100
201483887.000000 3701.282500 4.642800
228737892.000000 4230.402000 4.627800
220172320.000000 4112.927000 4.663100
245947672.000000 4218.224600 4.642800
251598597.000000 4196.642000 4.614700
248468718.000000 3806.452400 4.657000
211330123.000000 4243.078000 4.682000
228732260.000000 4141.911600 4.627500
245958365.000000 3616.203100 4.658300
246084033.000000 3470.632300 4.921500
201163416.000000 4149.137700 4.657900
201165391.000000 4096.535600 4.385000
211430715.000000 4061.801000 4.743900
220176726.000000 3682.609600 4.828800
246019551.000000 3852.578900 4.658300
201169830.000000 3842.187300 4.693700
211493843.000000 3592.766400 4.801100
246731511.000000 3531.367200 4.742000
245993008.000000 3824.023000 4.612000
205976958.000000 3849.264000 4.642800
211358752.000000 3381.630600 4.590700
212195099.000000 3687.142800 4.729300
220177389.000000 4118.345000 4.256400
220187854.000000 3787.182400 4.687300
246781865.000000 3552.468300 4.644900
220289738.000000 3787.332000 4.860800
245959958.000000 4105.401400 4.160400
201229770.000000 4218.942400 4.657000
211428498.000000 3476.753700 4.818400
206026656.000000 3849.726800 4.391700
249164693.000000 3611.118700 4.608700
212268668.000000 3562.223000 4.790800
201263353.000000 3615.694800 4.739900
212337757.000000 3738.375000 4.686600
228702954.000000 3666.224000 4.436900
211487360.000000 3798.818000 4.494000
228725568.000000 3570.512500 4.718800
245942534.000000 3791.026400 4.617100
246020618.000000 4035.600300 4.668300
249229115.000000 4150.262700 4.682800
213131708.000000 3215.926300 4.964100
201177015.000000 3786.026600 4.596200
237904672.000000 4158.535000 4.546900
248443521.000000 3784.966600 4.625600
249175537.000000 4185.409700 4.449700
228756474.000000 3609.095000 4.863800
245989269.000000 3623.202000 4.517400
211367257.000000 3689.574700 4.534400
220289828.000000 3580.739500 4.799200
248421528.000000 3668.140600 4.634900
201206776.000000 3490.671000 4.870800
212282694.000000 4239.434000 4.421000
228753483.000000 3461.149400 4.839800
201202215.000000 4061.201200 4.666600
220292245.000000 3673.053500 4.766400
220237166.000000 3589.407000 4.731400
228732262.000000 4194.956000 4.599500
245969161.000000 4134.469700 4.421100
251384898.000000 3699.566000 4.756100
205925135.000000 4144.527300 4.364200
249162292.000000 3535.019500 4.406900
212322252.000000 3563.155800 4.778000
205957375.000000 3677.851600 4.126500
245990225.000000 4161.325700 4.438700
246015233.000000 3632.670200 4.340000
245921930.000000 4243.408700 4.602800
249170016.000000 2721.861000 4.606200
211407353.000000 4177.843300 4.659500
228714280.000000 4226.270000 4.442400
202068486.000000 3363.763200 4.474600
202083293.000000 3518.997000 4.758100
202083379.000000 3538.568800 4.661100
202083397.000000 3660.745600 4.718500
202084453.000000 3746.434800 4.484600
249140665.000000 3519.103300 4.711800
211310950.000000 3515.730000 4.832400
249196053.000000 3475.498000 4.910800
248461459.000000 3372.750000 4.973500
245953722.000000 3380.806400 4.950800
249176570.000000 3445.599600 4.628300
201183302.000000 3211.085400 4.958900
205984898.000000 4083.764000 4.678100
201392089.000000 4225.676300 4.540900
201285931.000000 4249.117700 4.681000
210475682.000000 3328.702400 4.874600
210481255.000000 3816.426800 4.435600
245953089.000000 4243.306000 4.656000
210373390.000000 3765.859100 4.398000
201248289.000000 4155.707500 4.495200
201275488.000000 3583.770000 4.619400
201174549.000000 3769.855500 4.545700
201129780.000000 3476.799600 4.503800
211523201.000000 3523.344500 4.589500
211526952.000000 3557.216300 4.107200
201162708.000000 3478.685800 4.932800
206004303.000000 4217.088000 4.667800
210372865.000000 3679.622800 4.778800
212300358.000000 3395.616200 4.975400
249249340.000000 3579.878700 4.831900
213157806.000000 3379.247800 4.671500
210418381.000000 3567.315000 4.683400
249200428.000000 3659.590000 4.738700
201272345.000000 3580.474000 4.718200
212313800.000000 3467.398700 4.634200
201367903.000000 3437.156700 4.832000
213854938.000000 3508.326200 4.976500
201160409.000000 3481.253400 4.831700
212176604.000000 3533.108400 4.780400
201173209.000000 3810.265900 4.611300
211532985.000000 4206.846700 4.629200
211392236.000000 3603.328100 4.471900
213432182.000000 3417.639200 4.516400
249102096.000000 3633.105000 4.143200
201233196.000000 4087.255900 4.677500
210401072.000000 3610.970000 4.703700
210319712.000000 3418.157000 4.870700
211314469.000000 3535.349400 4.703700
201218098.000000 4071.932600 4.693300
201198853.000000 4164.063500 4.477100
212367329.000000 3583.160200 4.873100
213080994.000000 3385.067000 4.972000
201185910.000000 3471.345000 4.785500
201191250.000000 3612.451000 4.515100
205930624.000000 4111.055700 4.668900
210361325.000000 3703.138000 4.615400
228733810.000000 3487.213600 4.444800
210417086.000000 3551.725000 4.758100
201165258.000000 4109.185000 4.520800
249249689.000000 3586.350000 4.289300
201154121.000000 3865.272700 4.724400
201214859.000000 3558.864700 4.817800
201458780.000000 3417.830600 4.812500
201159302.000000 3785.428000 4.559100
201269592.000000 4100.351600 4.694600
201276676.000000 4237.128400 4.516100
205912367.000000 4041.249300 4.486800
251547640.000000 3769.886500 4.756000
201370988.000000 4236.968000 4.600300
201255815.000000 3602.701200 4.356100
248479575.000000 4238.303000 4.515100
201237372.000000 4102.682000 4.676100
201241002.000000 4062.235800 4.666300
211330045.000000 3323.801300 4.680700
211522445.000000 4197.508300 4.685400
205924575.000000 4160.919000 4.507200
201166171.000000 3762.691200 4.641500
201916206.000000 3722.898000 4.705200
211386270.000000 3434.625500 4.571700
201156219.000000 4064.618200 4.678000
201241563.000000 3760.991700 4.397000
201157588.000000 3862.392000 4.400400
201181904.000000 4109.108400 4.508200
205992781.000000 3626.987000 4.261700
228716778.000000 3622.690700 4.456900
245994782.000000 3483.314200 4.782600
201374021.000000 3922.856400 4.691000
201137589.000000 3426.549800 4.713300
202065283.000000 3503.014600 4.756000
248443165.000000 3599.399700 4.844200
248429543.000000 3554.865700 4.583300
211525602.000000 4215.671000 4.562000
220197340.000000 3820.598400 4.755900
248519448.000000 3541.480000 4.927800
205956334.000000 4154.952000 4.482800
205970103.000000 3588.098900 4.597700
213305199.000000 3591.788300 4.756100
202633073.000000 2786.159000 4.566300
212885400.000000 3436.685000 4.578700
228703128.000000 3544.962000 4.918200
201225640.000000 4092.451400 4.664700
248428141.000000 3477.664300 4.678100
249117836.000000 3626.073200 4.722000
201910225.000000 4193.086400 4.629300
201176788.000000 3704.321300 4.421100
201181269.000000 3778.626200 4.599300
211391240.000000 3327.219000 4.842700
205938750.000000 4194.951000 4.663500
201457252.000000 3702.201000 4.841600
201913205.000000 3933.002200 4.600300
248518724.000000 3513.862000 4.805700
211423657.000000 3516.743400 4.868200
201170018.000000 3755.369400 4.802300
201269344.000000 4097.239700 4.370500
212160849.000000 4017.840600 4.422800
248457031.000000 3518.533400 4.727800
201273936.000000 3801.970500 4.721000
211378562.000000 3473.766000 4.775600
201165807.000000 4243.947000 4.457200
248426663.000000 3469.470200 4.445400
248482955.000000 3290.578400 4.880900
212297853.000000 3433.663800 4.835500
201370274.000000 4071.782700 4.691200
205930527.000000 4107.207000 4.690200
201157359.000000 4145.190000 4.540500
211422201.000000 3323.653600 4.893000
211302038.000000 3463.544200 4.488200
201464221.000000 4189.623500 4.451400
211316683.000000 3465.010500 4.281600
211306585.000000 4096.457000 4.681800
201506751.000000 3280.984000 4.691800
212280881.000000 3319.082300 4.926400
201217949.000000 3787.756000 4.660200
246039924.000000 4156.193400 4.685600
248470217.000000 4211.269500 4.414200
210309341.000000 3352.766000 4.925200
210373111.000000 3322.664800 4.411000
201371447.000000 4004.588600 4.501300
211349170.000000 3475.017300 4.800100
201267690.000000 3357.540300 4.942800
212273538.000000 3595.507000 4.629700
212207871.000000 4188.643600 4.696400
201241483.000000 3698.769800 4.407600
211503572.000000 3599.532000 4.763300
201133841.000000 3385.444000 4.835400
201214943.000000 3340.345000 4.912900
201254238.000000 4102.547000 4.695600
201156081.000000 3780.136700 4.607800
210394508.000000 3327.471000 4.852300
210397654.000000 3596.217800 4.863700
201218713.000000 4220.168000 4.657700
211422820.000000 3478.899700 4.641800
212357959.000000 3644.757600 4.501600
201381182.000000 4245.419400 4.562800
210410902.000000 3221.140600 4.997600
248439556.000000 3425.863300 4.415200
212373786.000000 3382.590600 4.878300
213202507.000000 3366.129600 4.995100
220269828.000000 4203.450700 4.654000
249341174.000000 3457.964400 4.626000
251362766.000000 3477.471400 4.904900
251566065.000000 4133.112300 4.678800
201192452.000000 3870.194600 4.773300
213415045.000000 3207.864700 4.981900
210399348.000000 3436.045400 4.806800
211365509.000000 4068.976300 4.531600
201249344.000000 3810.355700 4.634400
211432351.000000 3478.120600 4.657900
205908127.000000 3613.772000 4.251600
201179349.000000 4188.940400 4.502800
246028445.000000 4197.932000 4.655900
211412080.000000 3452.675800 4.827700
211522210.000000 4232.878400 4.248800
201165460.000000 4104.378400 4.326600
210397285.000000 3766.095000 4.679000
210388356.000000 3477.794200 4.677900
201173627.000000 4204.134000 4.554000
201235798.000000 4219.806600 4.671400
210316598.000000 3607.461000 4.359700
212356823.000000 3446.182400 4.807000
201484990.000000 3452.105200 4.875200
212343479.000000 3359.755000 4.818000
201916191.000000 4082.584700 4.560100
210322242.000000 3567.191700 4.579500
249124622.000000 3456.210700 4.803900
246003183.000000 3829.665800 4.583800
211551172.000000 3554.116500 4.741200
201146276.000000 3461.856200 4.962100
212333050.000000 3332.875200 4.845200
213836266.000000 3467.638400 4.325000
210386851.000000 3458.028800 4.792200
248443750.000000 4197.050000 4.657100
248451379.000000 4196.448000 4.396300
248520755.000000 3493.025000 4.690200
201265634.000000 4203.492000 4.648200
201197718.000000 4236.002400 4.484600
211529891.000000 4152.070300 4.418700
201162045.000000 3615.814000 4.323900
201285393.000000 4247.037600 4.661200
201161504.000000 3261.715600 4.974100
201232451.000000 4228.542000 4.529500
245981459.000000 3751.032200 4.783600
249238803.000000 3564.742700 4.875400
251605577.000000 3597.965300 4.782300
246073645.000000 4234.882000 4.497500
201912503.000000 4187.036600 4.527300
210411271.000000 3242.687000 4.950700
245922142.000000 3598.463100 4.651800
201152166.000000 3486.832800 4.451200
201240475.000000 4037.792000 4.752800
205907951.000000 4199.979500 4.662200
220170214.000000 3612.014600 4.703700
201165265.000000 3658.700200 4.270600
201400961.000000 3579.572000 4.605200
205996634.000000 4197.633000 4.583800
220204209.000000 3870.670400 4.400000
201282806.000000 4123.222000 4.671400
205931197.000000 3779.236000 4.668000
220256564.000000 3575.783200 4.668900
206017718.000000 3989.862000 4.664500
248425976.000000 3475.719500 4.792100
201903418.000000 3515.708700 4.594400
201147752.000000 3615.373300 4.792700
205939865.000000 3628.729700 4.219500
210499187.000000 3810.222000 4.666900
220169000.000000 3659.829300 4.691300
220230466.000000 3804.837400 4.688000
245955426.000000 4214.993000 4.614100
220282337.000000 3606.300500 4.250800
201184584.000000 3526.463900 4.735600
246717064.000000 3728.735600 4.767200
228731022.000000 3643.131000 4.412100
228738659.000000 3534.701200 4.709800
211405261.000000 3509.744100 4.757200
201511334.000000 3434.352000 4.630300
213220822.000000 4150.322300 4.679600
228723041.000000 3388.030300 4.701100
220217929.000000 3396.858000 4.586600
245951159.000000 3488.081000 4.922800
246744489.000000 3557.864700 4.674100
246890262.000000 3504.847700 4.818300
201386368.000000 3514.969500 4.441300
201104926.000000 3529.541500 4.410800
211347214.000000 3827.471400 4.387200
201256431.000000 3907.495000 4.634400
212213192.000000 3471.105000 4.835300
201223762.000000 4214.951700 4.684100
201900163.000000 4144.477500 4.645300
220280952.000000 3466.426000 4.261100
201241898.000000 3964.721700 4.678300
220225125.000000 3517.430700 4.765900
210385252.000000 3751.742700 4.434100
211406567.000000 3655.502200 4.769400
201223812.000000 4201.104500 4.683200
205952901.000000 4230.569300 4.645900
211361526.000000 3474.057900 4.588100
212881248.000000 3692.095200 4.688500
228717860.000000 3565.228000 4.335400
205943540.000000 4067.381600 4.671300
220162061.000000 4111.477500 4.735000
220228134.000000 3717.555200 4.397900
212344500.000000 3459.059800 4.861000
211349332.000000 3330.550500 4.970900
220225483.000000 3691.361600 4.751500
228712844.000000 3334.370400 4.757500
249251706.000000 3552.263400 4.700600
210449891.000000 3502.926000 4.523300
249146044.000000 3929.195300 4.755300
251384173.000000 3740.924800 4.749300
210387805.000000 3772.085000 4.709900
211429900.000000 3442.859900 4.702500
228731987.000000 3911.367000 4.591600
211528600.000000 3920.602300 4.697100
220170340.000000 3516.141000 4.505800
220223483.000000 3528.171900 4.788100
228744129.000000 3717.945000 4.661800
210414096.000000 3514.304000 4.647900
220197249.000000 3473.859600 4.835800
