TICID,RAdeg,DEdeg,Teff,logg
307128745,166.6921113,-1.278543437,3468.3962,4.5735
385991879,56.17077227,13.77244117,3370.368,4.98
438227503,133.2962222,24.38337712,,
438105325,16.49875166,-0.378923243,6122.105,4.5047
385754359,77.99553264,16.6457609,4762.3745,4.854
308250471,162.3062803,0.246620445,,
438488297,157.0713308,1.236288641,3448.5745,4.9219
155096087,174.812871,-4.919460791,4202.867,4.6398
7025148,78.43444423,16.52619934,4965.3384,4.4635
248387326,202.4228273,-0.962959236,,
388801882,162.9967809,-0.417481139,,
399673367,133.2232478,24.83496745,,
436579918,131.2839652,25.0881094,,
436724180,158.6589906,0.734646256,3720.244,4.6414
293945010,154.2547138,3.985050315,,
225801160,200.3560062,-0.693405334,,
48539390,126.495759,10.67078077,3508.7405,4.8108
38064592,135.2618209,25.07145954,,
38064605,134.0638626,25.25228637,,
14325988,170.6969362,-3.428706917,,
248342861,206.9731116,-18.0288913,5634.241,4.3231
411691444,258.9378594,-29.31553648,6604.105,4.4238
114985386,349.0942031,-11.72662505,,
380166410,203.0400552,-1.91220107,5414.6167,4.5729
157843269,174.7868623,-5.19251893,4180.6445,4.5501
176937866,133.4689546,24.32201373,3410.212,4.8588
9098885,258.8889849,-29.34877756,6210.309,4.604
344299580,204.7882779,-17.24202115,6246.5156,4.4342
98670486,20.27569708,1.188165157,5113.346,3.7518
4579928,159.6177977,1.046100314,4229.582,4.7668
311365308,202.2076813,-1.367642196,5607.7954,4.4959
311365739,199.4571036,-1.318198381,,
66766004,128.9594616,11.38738768,,
436640065,357.2072108,-9.191990444,,
311365251,200.0386686,-1.332363738,,
366657339,229.2344465,-25.185626,,
335040948,125.4160595,12.89395983,3643.871,4.4983
38159967,187.7317958,-9.902041473,,
248342630,78.17360081,16.28371231,4816.1836,4.7644
369493429,161.9775709,0.812474174,,
344225331,169.8990073,-4.302022139,3860.7979,4.3783
23016098,171.2850328,-3.573714725,,
243245508,338.2007041,-16.7283638,,
176878913,16.64089421,-2.021370584,3713.5166,4.6929
374270814,16.00532068,-0.855879905,,
145962281,21.43424573,1.769805599,,
344771807,184.9022723,-9.320945912,4636.5166,4.6911
389135059,78.20737695,16.32832676,4824.201,4.7122
458681697,157.802275,1.80818808,,
294301820,203.4532697,-2.321438662,,
399673099,173.1044559,-4.4144044,3598.6804,4.437
245829588,169.2479581,-3.284069489,,
443617951,354.8851348,-9.415155372,3997.7944,4.752
396733861,358.3639878,-8.246385246,5360.9688,4.4705
157387726,201.3535817,-2.564305596,,
374171560,339.9651263,-15.16751296,,
240764951,235.9706569,-26.82638517,,
435880195,126.180205,11.50362151,3523.1685,4.7818
422327457,206.1324809,-17.73429756,,
399725022,77.83412925,16.20441386,,
344281652,157.3897582,0.664252482,,
344299544,156.3295658,0.759371814,,
98664468,161.8037595,1.029823419,,
78300510,138.4224897,24.89600534,,
411749094,170.440215,-3.501838123,3612.1675,4.5765
443616801,199.8821944,-16.62211622,,
248351887,157.6820854,1.629762038,,
269557538,58.09565474,12.5598362,3771.1409,4.7134
399694952,355.1768696,-9.281833089,5192.2363,4.5316
344283134,162.1195909,0.660783076,,
168300619,236.1609672,-26.2765757,3261.1946,4.9788
434099568,202.7934801,-1.633903767,,
374350217,203.6861634,-1.451470068,3549.5168,4.3434
48531971,169.4351763,-3.770591262,3519.1807,4.6896
185856527,166.6323931,-0.881217017,10608.811,3.8024
248347119,190.9138591,2.192711148,3643.239,4.2856
344773914,349.065607,-11.28572343,3414.423,4.8812
138688021,156.3632135,1.630315494,,
173108616,155.3051035,3.774268076,4492.2153,4.6188
399735384,232.9545425,-26.01268418,3408.4807,4.9174
176943076,229.5357731,-24.81954553,3400.246,4.5812
9029968,180.8159166,-6.947766837,,
311364904,172.0070825,-5.228463244,4155.203,4.3942
443586439,132.1690088,11.39334436,,
188543806,17.65094641,-0.468388124,,
12822042,186.0201611,-9.373072898,,
248345107,169.8932179,-3.070073661,3915.9045,4.7548
399672937,162.8957685,0.119863171,,
344281646,201.7533195,-16.09277995,,
111012329,78.01264159,16.75373,4966.5405,4.6833
245867074,155.8169581,0.624019944,,
49427304,233.2061241,-26.91164673,5453.302,4.3722
366567832,134.9601588,24.88525644,,
115083209,199.6761776,-0.792276295,,
248351898,207.5615203,-18.28298843,3436.4548,4.8787
49689920,17.59828312,-1.350298528,5133.597,4.5837
399702648,353.5056293,-10.78000166,4461.9375,4.6558
388814514,354.594845,-8.840947082,4771.7275,4.4198
23275093,135.9095608,23.99909171,3384.6172,4.825
49738073,171.2626904,-2.940303645,4156.971,4.5453
389051506,135.1716811,23.8549894,,
203279681,352.5948189,-12.81058793,,
437335779,162.4368062,0.338912964,,
248351207,159.4639812,2.070973265,4384.2256,4.66
98629487,230.4858296,-26.39350715,,
9633330,205.4495235,-1.670802524,,
277875349,171.4843382,-2.907415692,,
114985031,61.22643302,13.386829,,
53207408,64.29806315,13.54406651,3484.9324,4.8472
27682801,207.1034228,-18.01722544,5499.583,4.3477
269505012,354.2309903,-9.411108557,,
248948680,162.0805698,0.256896307,,
292205517,154.5246472,3.808121608,,
389019268,57.26593633,13.76744979,,
344242561,129.3055748,11.33477593,,
152870345,130.6488234,11.71060794,,
8962512,16.85166793,-2.027996644,,
432614059,78.07956575,16.33872649,,
38131287,203.2586059,-1.666081523,,
434160407,123.6817633,13.38309727,,
458678332,78.52241051,16.44703511,5194.7593,4.7625
344816583,157.7374485,0.746982697,,
152828913,229.8337202,-24.938024,3464.3315,4.8257
303597194,180.7819046,-6.820161963,,
411748982,166.8464472,-1.010955448,4210.7676,4.4907
291108658,190.3705175,2.171286709,,
434134950,353.6683727,-11.47859547,,
344773964,354.565898,-11.0046321,4297.368,4.6536
9031849,78.38423156,16.31287193,4742.632,4.5835
138665489,173.4846522,-5.059022925,3985.9739,4.5834
366526350,58.34158087,12.16962813,3465.764,4.8242
328009857,21.01999028,2.055620437,,
4579929,184.1253082,-8.416232145,,
344242907,234.0171983,-25.57565663,,
380907370,205.0450321,-2.98809742,,
344297494,287.9498314,-29.26890701,3424.3289,4.5417
49690034,130.1674269,11.92192215,3656.2104,4.7502
8990663,123.9616604,13.48277746,4230.8364,4.6628
366355112,22.69407546,2.869966534,,
396734166,155.9180859,2.033338847,,
248944679,156.2751193,2.440231243,3316.5999,4.9668
152851007,176.8323065,7.874788917,,
0,133.3266153,11.28692103,3616.0999,4.7071
443580894,353.775378,-9.608574543,,
270419361,161.7179659,1.130784473,,
23201285,176.7282578,-5.720723964,,
468988910,340.5320679,-15.81912396,3136.8694,4.9862
248383121,282.090826,-29.41490639,4634.631,4.6861
344297315,289.4719141,-29.03641562,3400.4963,4.6753
183651983,202.7358524,-1.723077539,,
152851181,130.5686941,10.82829318,,
293945434,129.2033772,11.72109524,,
415389301,16.80158582,-1.114844867,,
242988917,16.5629361,0.574901649,,
366631473,183.5318895,-9.734583352,,
126240037,355.933757,-9.690458943,4399.024,4.5498
248356036,138.4032601,24.46520696,3410.4478,4.8007
248389197,166.6728037,-1.422309226,4360.0938,4.6286
4582479,199.6424581,-0.962520321,,
225889188,339.9477988,-14.98708989,,
471012279,58.99303533,12.5769644,3512.6953,4.7024
61098507,61.65118927,13.43903589,3582.4246,4.6761
66734333,78.30033547,16.44722579,,
69839187,157.6879388,0.711197096,,
188544034,202.7074694,-1.677538642,,
335040705,199.7813757,-1.118162055,,
157838151,170.5774561,-2.704445305,4145.5947,4.6621
436612862,166.9291895,-1.110555294,3667.2507,4.2015
293831824,203.9731235,-2.742169657,,
436643169,185.6906561,-9.422473576,3616.8604,4.8028
286813363,352.5694933,-12.65629062,,
111752192,136.4942041,23.42117818,5581.603,4.6362
146366113,202.9845904,-1.836451231,,
435906071,175.9130462,-5.648368434,,
6951248,190.0811099,2.293304203,,
269572026,78.20897422,16.3958455,4864.3022,4.7307
399722882,137.3641073,23.31351927,,
4582487,127.8984984,11.44802939,3420.7175,4.5006
436647496,131.3930716,24.68854971,,
186902403,200.5120572,-17.2013354,3435.372,4.9519
348663268,21.72732236,0.809345199,5158.982,4.4706
434237769,353.7039642,-9.802538108,4412.961,4.1876
366443862,78.44302529,16.70639584,4966.2217,4.7694
290059168,78.23192074,16.72299028,4745.0254,4.8178
248345075,78.17526644,16.80210974,4709.3374,4.6144
293890767,153.5853383,4.332724417,4558.9814,4.4664
345074487,199.9952929,-1.825578968,4357.3926,4.4587
38115634,171.9302377,-3.638044975,3639.5488,4.2506
117414326,171.206436,-3.576975644,3930.6602,4.7614
350475580,132.2844769,10.84832033,3413.6152,4.5413
248349112,130.6154989,11.72428113,,
152823908,353.1569145,-10.73791485,4337.1567,4.6313
8995079,78.22804177,16.73681825,4476.3345,4.5899
277839816,59.36146708,13.17939544,3604.4934,4.6815
173165769,157.7024974,0.533203544,4845.121,4.7942
0,129.2300046,10.56990494,,
437030367,160.7301543,0.360686063,4349.245,4.5813
248356162,160.1756413,0.988103418,,
176938802,358.6725506,-8.372919386,,
152802610,127.6288643,10.23027978,,
38132526,134.1137682,24.49085182,,
240850753,199.7198054,-1.211305699,,
242991831,170.3143367,-4.713379602,,
117254164,170.305701,-3.582753966,4335.7617,4.6006
152870036,202.7827274,-2.192720123,,
8995195,202.7088174,-1.798394757,,
443970828,127.419218,11.80997083,,
8963986,123.3045141,13.5724137,4367.868,4.6493
117220639,133.7276823,24.38731539,,
333640194,352.9697811,-10.87145563,5046.3643,4.7618
248346940,157.772141,2.575267717,4451.417,4.6686
344282982,205.0536606,-1.819767541,,
176879004,173.2868588,-3.855283492,,
294301902,169.5823825,-2.895465466,3605.7522,4.1119
388816769,203.1915297,-2.630235503,,
344225211,339.5946901,-16.25832487,,
80347333,343.0194928,-14.78973866,4099.6357,4.6557
350475588,126.7815823,11.96019425,,
240765097,16.65838974,-2.077510842,,
366526450,21.50345889,1.473823854,,
422335550,160.7442562,0.930052489,,
176876545,159.1784215,1.897398979,,
173097214,137.4507941,23.96684758,,
388816688,201.7101191,-17.53710788,,
380195482,201.6660464,-17.44918708,,
188573247,58.27454555,12.99798586,,
248342731,77.99721116,16.31148907,4976.6826,4.6915
248389502,177.6344777,7.72266672,4145.7266,4.5328
344283244,132.0312286,11.15445751,,
49529597,155.9314329,0.824747809,,
8995735,231.5002444,-25.4945748,3642.811,4.7319
374239112,171.1683618,-4.024600624,,
114958810,166.6504811,-1.246984986,4370.2617,4.7367
248353320,54.84494908,13.13775095,,
399722708,65.08057139,15.04855486,5506.9907,4.648
152830040,126.7925377,10.81020939,3460.792,4.7797
82661182,133.3329264,23.93904976,,
8988162,203.793898,-3.269796154,,
388735022,185.9007052,-10.27169332,4358.876,4.4819
240766760,348.0868728,-11.99426755,,
284852066,355.8447337,-9.073143779,4561.425,4.5443
437336119,78.15070197,16.62656915,4634.2134,4.8421
176877742,203.0971374,-1.859492654,,
293893661,199.8929547,-0.858518156,,
173145716,170.2292664,-4.911590689,,
240764914,355.199043,-9.334223931,,
248347555,158.6150803,0.824158816,,
248377567,171.3163186,-3.281832644,4057.6733,4.6784
248351253,259.3649932,-30.27047981,5222.9175,4.5049
49557221,202.384162,-1.526919631,,
66717455,202.8138707,-1.52182404,4759.327,4.4693
38212254,186.5854579,-10.4873171,,
38139406,352.117251,-10.96346052,4899.0205,4.7201
388978263,161.6665182,-0.045549047,,
444033591,226.7576315,-23.74803306,,
411748838,170.0148777,-3.315492652,,
374296804,167.9991172,-1.652623521,3627.3872,4.8479
277839814,126.3698942,10.44770793,,
126234343,182.5216939,-9.365122256,,
4520660,78.50781316,16.19013337,4427.076,4.3974
4611155,77.92624035,16.68941008,,
245869795,161.8911401,0.955803522,4482.9326,4.6006
38160673,204.1839245,-1.332829338,,
435310251,334.7050888,-17.11456745,4081.975,4.5307
8988229,61.62714559,13.69045277,3586.537,4.6521
48664878,155.5507413,3.625382616,,
60255890,343.8235673,-14.06468382,,
380198709,62.31568632,14.65991097,3576.178,4.7447
9726005,342.7704802,-15.0187488,4283.963,4.6306
248351795,166.7519495,-0.957103115,4250.144,4.5347
336956892,158.0109657,0.837205968,,
344242552,64.28526553,13.95986136,,
5738930,190.193124,2.325168695,5218.0337,4.3463
9666357,348.1876665,-11.69485878,,
69857702,354.1218938,-9.18730329,,
203363307,77.89086534,16.3365175,4755.553,4.6977
183651788,77.7724105,16.66324202,4968.9375,4.7838
5777379,64.09041676,14.96696818,,
269530965,132.1187266,10.78992113,,
21285660,127.6521008,11.61153727,3520.6821,4.7302
248345421,183.3468969,-8.979869023,,
399673151,70.52002452,16.13745154,3865.275,4.6612
49733356,78.14964085,16.57362191,4960.886,4.7571
49783577,170.6389732,-4.658302535,,
436662179,129.630816,11.53588136,,
38086462,162.427612,-0.199246484,3395.1577,4.8954
293893377,153.9533646,3.815207497,,
293837136,169.7109128,-4.5996957,3292.0474,4.9191
277871033,169.6035407,-4.175001294,,
437336117,203.6851888,-2.700949608,,
248345396,163.1002343,-0.10274135,,
369480748,54.99321408,12.97600779,4536.8833,4.5015
293893250,159.3308541,1.414554365,,
152701471,154.288405,3.751436696,,
38160860,200.0340074,-1.188857335,,
437701442,201.7096874,-1.126266693,,
12784722,341.2786284,-16.31201357,3790.7808,4.5559
357445991,133.6410616,24.16231581,,
422335155,134.1905216,24.17840902,,
152828903,186.5571402,-10.75591756,3722.7039,4.6449
62440439,262.1404673,-30.05959311,,
311365748,158.2185116,1.524277675,,
66782457,131.4519579,24.66679492,,
173109439,202.9875799,-16.69255059,,
311151441,286.8942941,-30.33302379,3683.7883,4.7236
333608905,20.7253916,2.245496912,5323.687,4.5826
399722621,156.5816849,2.765907659,,
380198771,201.3547196,-16.49769861,3471.1372,4.6992
69766754,78.20339843,16.19824176,4605.324,4.5343
117220138,157.2063941,2.312390751,,
248349392,164.7692984,13.17619009,,
369493504,230.4063432,-26.06018143,,
344283140,200.1842945,-1.097794654,,
344278803,339.099386,-15.61791688,,
344281819,129.4273957,9.985943458,3619.2417,4.6839
127277339,131.4659496,24.85889513,,
188580404,201.5613508,-16.80795569,3459.5383,4.7844
366355483,186.099855,-9.534077579,,
366499744,259.0270332,-30.02719902,5805.339,4.6791
248347493,226.7564984,-23.8632123,6264.428,4.4751
248351543,137.2613906,24.97991226,,
152851200,201.093983,-0.649410029,,
368438740,170.6336484,-2.845371227,3595.5723,4.4169
388994156,175.8504149,-5.622974756,,
468988516,131.7340316,24.88200422,,
337645916,352.6016749,-10.2563443,5050.2666,4.3238
399673131,159.5652677,1.010055531,,
81131333,355.196152,-10.37882755,,
49689682,204.3737839,-1.522635314,,
9068335,127.7093526,11.71511617,3219.53,5.0881
277886792,136.3803785,23.12183949,,
248381005,159.6129131,1.797392845,,
344773939,199.8313824,-0.947504642,,
8962477,173.2436207,-5.312677128,,
173165485,173.6463087,-5.307838534,,
248351173,172.7495327,-3.63434882,4211.4473,4.5432
248387434,170.4246905,-3.563537517,4306.0396,4.663
399735512,54.613411,13.17175805,,
49737899,14.21972118,-1.131241623,,
411749123,355.4922548,-9.78807042,3413.0605,4.9402
38114035,154.8580669,3.83142048,,
248351139,282.2285859,-29.04029693,6133.3438,4.4628
111014926,261.2580153,-30.03259183,,
203248640,352.3508684,-10.61762805,4238.82,4.654
8990877,78.26578211,16.43950728,5237.6787,4.7858
49416899,158.1565439,1.040576241,,
240716299,187.9169609,-10.81480823,,
333608090,353.6212964,-10.9501097,4095.3281,4.3357
399670860,352.6073231,-10.55200497,,
8964273,357.931997,-9.021407458,,
248355434,237.0042319,-26.16193586,,
248342640,229.4476198,-25.13155869,,
248353776,141.2152572,22.07673684,,
293831745,199.7958691,-0.983255212,,
66765974,131.2793145,10.74229185,,
82054878,233.1939637,-26.22811438,,
49426992,184.7777745,-8.623561028,,
415331691,232.4484092,-25.69934539,3321.9697,4.873
242944666,204.3476218,-1.086669826,,
126319637,175.5845529,-5.512183074,,
399731244,126.0711899,13.18869272,,
98662794,20.03489804,1.13664966,,
152823896,155.9670312,0.691669435,3519.9883,4.6898
173109348,58.42987808,12.44871524,3561.6736,4.6399
269486684,62.01411133,14.89458212,3708.505,4.6836
366354513,162.531377,-0.341099034,,
284851903,160.6283471,1.402813896,,
66779549,156.058444,2.824036968,,
240849760,170.3325745,-4.703253599,,
248345092,128.8866507,10.50165762,,
9700136,183.3705172,-8.808262992,3772.344,4.6908
0,358.5595117,-8.32716625,,
293893783,233.6571523,-25.62184446,5029.7476,4.6234
468089828,199.7990081,-0.787500954,5400.1777,4.6602
369480800,18.4380283,-1.402948377,,
411692140,19.86242347,1.65662984,,
374349967,78.25352558,16.75512845,4909.437,4.8154
277869239,203.5633257,-1.080504022,,
399695045,126.7510033,11.01784408,,
49736008,170.6587573,-4.842729705,3472.8813,4.8749
8938722,124.3598856,13.08802471,,
8940240,201.6914936,-15.52208847,,
389122178,162.4923332,0.545144589,,
0,158.1020993,1.783525609,4310.2305,4.5256
23073444,78.31474636,16.67070223,4970.2065,4.7536
292161078,157.4587539,0.635570565,,
173165434,236.1575961,-26.82949923,,
38161072,136.3032077,23.73896552,3562.6414,4.1874
344298924,200.8270681,-1.64760773,,
344281744,203.5787977,-1.642168935,,
344299644,201.4247495,-1.359888768,,
414967202,200.3378425,-0.711239433,,
369481507,126.1190975,11.47472526,4348.682,4.6682
399704410,127.993079,12.22129641,,
105561662,353.1414601,-10.69416785,5361.828,4.6133
240812203,159.6249469,0.87142603,,
49710649,173.2889602,-3.905514843,4108.844,4.499
277877419,60.06618656,12.51468971,5142.9795,4.7455
399670817,133.9961958,24.61934006,,
111014941,197.963758,-14.33088251,,
8918743,348.6416543,-11.84568714,,
293702679,78.2088844,16.74029363,4973.9404,4.7525
293638534,162.2160521,0.572044397,,
293945437,200.5563291,-1.829742062,3464.208,4.8552
277914430,352.5969916,-10.38151175,4134.1587,4.557
157838963,156.6432213,1.49258194,,
38138601,204.8374948,-17.39284295,3281.2793,4.8686
176940418,237.451167,-26.88933766,5023.428,4.6788
78923337,175.8237878,-5.46980823,,
238608700,232.6412686,-26.60464979,,
138665567,334.7961325,-16.7601684,,
291066940,341.1228524,-15.98486383,,
380907453,351.6486316,-10.95769138,,
176867334,68.15845664,15.1479121,,
176940302,202.7030249,-1.826184911,,
49554679,59.06866922,13.23281759,3564.3865,4.7277
346046832,200.4416419,-16.01436984,3411.3708,4.8036
399735104,188.0500373,-10.11450608,4452.28,4.4493
152827750,160.3655904,1.383102372,,
302888231,157.5865709,1.846287326,,
27654229,204.9161723,-17.51514638,,
248348823,20.40494002,1.363927733,5274.0254,4.62
248346836,187.9498981,-9.920441717,,
98668274,157.4675155,0.591999105,4103.5156,4.7803
38138443,180.4464872,-6.704846717,,
366568690,173.7117264,-5.057896047,3535.7822,4.0136
248351825,203.6475697,-1.400715006,,
333640795,176.7776482,-5.339240142,3468.6113,4.8303
9004539,187.7330304,-10.41680919,,
374312296,164.802944,12.96822202,,
66782168,168.4988256,-1.774880127,4321.656,4.5668
66733784,129.2297759,10.02971928,3457.7195,4.8233
240628973,190.4228489,2.130493304,4935.4087,4.46
2375589,159.907265,0.528198921,,
248349700,160.6272982,0.578316944,,
398572128,199.9425678,-1.372519883,,
9698032,199.9761679,-1.080545256,,
69817728,199.8328895,-1.074954469,,
248385173,352.3333162,-10.73237835,4157.448,4.6593
399702449,78.3307738,16.66056601,5232.583,4.6582
49690101,78.30115512,16.66516622,4935.604,4.7128
399733819,233.4341903,-25.90330636,,
344241145,136.9655513,23.31273194,3495.179,4.5765
48627325,203.9478759,-1.335377984,2908.026,5.0506
66782393,78.09707074,16.57515572,,
49456015,230.8649113,-26.09851973,3553.742,4.6307
173163028,131.0852524,11.31565078,,
12819863,127.9215827,11.60972952,,
422335329,188.9743355,-10.39000057,,
333608145,355.0743349,-9.300550949,,
248349357,236.1902777,-26.8339659,,
344225416,131.8261404,10.57313265,,
49522763,17.93542766,0.03724177,,
38142107,136.3292223,23.82715423,,
62938804,200.7224027,-1.619453608,,
68405464,169.2496306,-2.800696823,3852.3484,4.3813
411780042,128.9441732,10.35776368,,
414964523,156.1259647,1.360717567,4280.524,4.5284
61071193,230.9965357,-25.5324055,3096.161,5.0283
98664431,137.4561931,24.47923409,,
311365325,201.0119403,-1.283904339,,
130691937,170.235498,-4.508981532,,
287028205,287.0926256,-28.85264608,4193.3213,4.683
293890577,13.87848789,-1.297147648,,
374314532,189.0106993,-10.54140209,,
374239434,173.1850671,-4.699861928,3759.3257,4.7019
66779356,130.5929811,11.74020346,,
38160957,202.7766401,-17.29453929,3366.466,4.8483
47380251,291.4694679,-28.78125628,3376.3384,4.5368
59085096,350.0710552,-10.80843784,,
248348744,170.5688196,-3.417510297,4279.4404,4.6425
333605311,176.7658949,7.913739878,3688.4954,4.7448
380255534,128.0838211,11.06827978,,
79583039,129.435373,11.38483555,,
281705854,200.3998312,-0.698463586,,
49456043,339.6393115,-16.32100332,,
6951741,60.67766461,12.91133791,,
126316780,127.7661951,10.32711595,3290.329,4.7086
225957674,15.18343232,12.87828628,4838.1416,4.3847
248944628,354.3735713,-9.660413397,5239.5854,4.701
344300874,78.12281167,16.66122953,4924.9614,4.7946
240810353,78.2302302,16.75909148,4981.433,4.7838
293893734,157.3947575,0.626942586,,
0,161.9973536,1.004690998,,
38114139,200.9455969,-1.930547968,,
248389160,176.3688891,-5.918727311,,
344242924,173.4159592,-5.24597256,4199.2505,4.671
281724290,341.2870491,-16.20127186,,
225802058,63.02795705,14.80702681,3497.5361,4.231
344279513,130.623068,11.44731566,,
240812195,128.9529803,11.56215743,3330.7588,4.7208
333608919,131.7392278,24.88380239,,
399732788,132.9111683,25.32641282,,
293945480,204.9837124,-2.698775641,,
62903360,20.50361576,0.654240058,4554.2837,4.4494
337262779,77.99385795,16.30051808,4724.4834,4.7231
0,160.8945182,1.257653938,,
294356483,136.759239,24.36991949,,
307475931,200.6795408,-2.169408909,,
438212157,333.9417712,-17.47680676,,
155313405,124.0326582,12.9073382,,
434395690,356.1792342,-8.253099559,,
437896984,73.76686916,15.2982274,5137.564,4.792
438206908,176.9855291,7.840048108,4181.5693,4.4646
438367677,183.362738,-8.58134793,,
385814483,354.3054828,-10.09507456,,
438117485,135.2773035,24.68686366,,
308062110,180.6907647,-6.847219695,,
385817387,180.7323739,-6.773910272,,
306607242,126.0858666,11.76674817,3684.5083,4.6073
307584118,189.8386734,2.251915891,5028.5464,4.6179
438208994,236.2878246,-26.8312047,,
308255301,203.07803,-1.905390789,,
438314886,180.6927326,-6.79831094,,
438511787,170.2714548,-3.375603011,4185.674,4.6552
387143132,60.76697814,14.08519575,,
438496687,13.93945027,-1.399722903,,
248356157,187.8361913,-9.778941613,6343.7104,4.4061
248380540,230.8812024,-26.21095317,,
248387220,200.5601022,-1.549994785,,
380907475,170.8096052,-3.013191033,3686.3152,4.6341
800381695,163.2641533,-0.332868945,,
0,132.4492884,11.60748062,3575.695,4.4156
130691714,183.2455111,-10.04408027,,
66765316,354.1116601,-9.81541551,,
350516166,358.7436682,-7.95639437,,
386588992,157.0166668,2.736687726,3384.816,4.1591
380943041,156.0585952,2.816134962,,
98662005,153.5655803,3.978429128,,
8940170,173.1548444,-3.914374033,,
374338425,169.943722,-3.301477833,,
117419410,170.226584,-3.30124872,3607.0747,4.8215
117417210,171.3390504,-2.935103259,4153.4014,4.3731
248349637,233.5704604,-26.02104737,,
117419742,202.4309463,-2.124956597,,
130711967,172.5673722,-3.275126217,3805.6394,4.7716
114958848,169.3330479,-2.542544415,4144.2637,4.5952
66734340,16.64015627,-1.882144011,,
392456948,353.5576466,-10.50468679,,
169503258,128.9799662,10.76347427,,
399723209,126.5225224,13.00933947,,
293613857,159.4159412,2.086924589,,
458655818,199.9564707,-0.726167494,,
117249130,160.0761848,0.06778576,4618.835,4.5864
388814655,157.5292744,1.378470349,,
399672907,156.4082508,2.087104675,4386.152,4.5862
32425780,233.3337639,-26.1965042,,
277893172,131.6741706,24.07846682,,
345035817,205.8235345,-17.5828764,3668.1123,4.7298
240812169,342.5630407,-14.49411626,,
399671196,354.7848588,-10.89637678,4334.503,4.5357
79582912,74.96361829,14.55013773,4918.79,4.7316
9051656,226.1020924,-23.93251669,,
48623477,203.3822805,-2.320483629,,
435920616,202.6151912,-1.691380001,,
27627239,175.9645386,-5.398637543,,
79722762,61.35735732,13.00026609,,
8940202,127.9521314,11.00509591,,
293890570,131.8741665,11.38031965,,
436573796,17.97091092,-1.391504509,,
225802606,78.22827928,16.47858507,4745.7183,4.6834
49462693,202.9703138,-1.944956507,,
6992109,205.6296844,-1.671565481,,
176944059,77.9994186,16.78513138,5056.4585,4.7803
157836662,154.7582305,3.825622011,4424.2407,4.1822
79720815,334.2473978,-17.35431129,,
192457090,78.04092371,16.41490448,4918.952,4.8035
9051661,134.2000963,25.32563604,,
311365375,201.5163009,-1.108744495,3588.8928,4.7231
115078539,78.21633492,16.78741277,4712.87,4.784
7024848,226.8777078,-23.94341752,,
333640274,336.9935685,-17.25664945,,
49735512,207.2925615,-18.00833549,,
366528178,160.773796,-0.054939391,,
157843154,201.4220606,-16.36837283,,
32423309,188.0207142,-10.93352927,,
436651424,187.6923103,-10.41620496,3460.9727,4.585
281708079,159.9981878,0.93598016,4371.4688,4.5431
468987992,165.4541479,13.09196601,4351.6577,4.4248
269594411,176.5961695,-5.131632684,,
169248813,176.6759251,-5.095152233,,
115078626,168.7631215,-1.580048038,3515.095,4.8542
399702451,133.1591734,11.11557667,,
277869404,258.7518317,-29.83766419,5138.684,4.7883
436731403,353.973124,-9.961137445,4833.3574,4.2896
186691235,162.1900502,-0.008515904,,
98719885,13.82638085,-0.871442288,,
138708885,156.7781924,1.556628673,,
61098355,156.3565865,1.746848994,,
62938796,154.1264934,3.698705025,,
345457432,200.8710206,-0.755262192,,
348721880,173.6543353,-4.887414013,,
293509494,169.0667176,-3.380223218,4099.098,4.5308
277812545,177.9592813,7.377486816,4284.5674,4.5381
392169298,334.6038937,-16.91189576,,
269592163,183.9437731,-9.598912221,,
399731152,190.8823236,2.003275898,,
152852449,77.52436544,16.22681492,4767.2007,4.6663
374268442,77.83247414,16.24952096,4612.158,4.7044
23379862,181.4241565,-7.104980838,,
85914019,127.9059745,10.04770129,,
185469082,132.1215897,10.31088082,3360.8303,4.8255
147782919,123.6232555,13.38051763,4364.7207,4.6567
173102172,185.0852511,-8.895831857,,
38143437,354.2958588,-9.895846785,4377.953,4.5647
336956946,353.9021842,-9.894079203,,
98718863,171.04837,-4.931931167,,
23154933,337.8797369,-16.86563909,,
402317896,340.9200989,-16.46980437,,
9053471,167.1904842,-0.886723888,4395.825,4.5876
243015181,19.85027726,1.319339936,,
318184532,189.1014144,-11.15903008,,
374312288,181.9881139,-9.845378478,3375.7434,4.8649
126321894,355.4515545,-8.633134875,5158.7637,4.7515
366622645,71.35758861,15.16313389,5299.662,4.7602
357413453,78.03381001,16.65854537,4981.7725,4.749
109331879,159.4562108,1.692207316,,
1482567,201.4544267,-1.972731626,,
423358343,234.7376768,-26.91592462,3791.3843,4.7461
311365276,236.9649622,-26.27277168,,
374171565,136.3582779,24.05061205,,
126367259,178.2075506,7.375702747,,
173108744,132.0414165,11.57369602,,
188569451,204.6189217,-17.67733948,,
146366126,183.8544552,-8.940578483,,
415389400,123.4298161,12.96580458,,
348662946,204.7581672,-17.60130977,,
435339811,17.00308574,-0.476463416,4975.18,4.7377
9065197,78.18735838,16.19970985,4918.898,4.7857
374338421,78.03291848,16.52922995,4680.0747,4.5974
284993291,204.3283134,-1.344477598,,
49464474,12.71480019,-1.293397144,6387.182,4.5566
68558330,353.659542,-11.12639881,,
277767464,78.15873835,16.75001533,4920.0137,4.7506
220237861,170.0973932,-3.409619323,4054.0864,4.7183
205338017,169.1010646,-3.121649243,4089.9202,4.6703
269530878,127.3211337,10.30634048,,
