TICID,Teff,logg
 TIC 98667633, 3510.81, 4.66
 TIC 59039389, 4145.84, 4.65
 TIC 374270409, 4244.28, 4.66
 TIC 318119973, 3568.93, 4.60
 TIC 240720816, 3733.43, 4.67
 TIC 98677102, 3501.60, 4.90
 TIC 98591530, 4074.45, 4.66
 TIC 8988285, 3261.32, 4.95
 TIC 335103638, 3527.06, 4.74
 TIC 374350085, 3517.11, 4.44
 TIC 49426832, 3963.03, 4.67
 TIC 405679889, 3465.73, 4.81
 TIC 248351114, 3602.57, 4.80
 TIC 98718808, 3578.79, 4.73
 TIC 173103705, 3527.00, 4.58
 TIC 176941658, 3883.91, 4.38
 TIC 38114007, 3477.61, 4.47
 TIC 434103797, 4002.78, 4.69
 TIC 82049606, 3639.41, 4.74
 TIC 176869936, 4097.18, 4.39
 TIC 173163770, 3573.82, 4.66
 TIC 344300847, 3725.25, 4.68
 TIC 380198775, 3463.94, 4.83
 TIC 85991333, 4214.67, 4.51
 TIC 336889460, 3207.82, 4.90
 TIC 185682132, 4113.13, 4.66
 TIC 366623273, 4113.63, 4.68
 TIC 281660314, 3530.76, 4.82
 TIC 248347347, 3332.16, 4.98
 TIC 262809061, 3385.10, 4.92
 TIC 203279561, 3504.63, 4.81
 TIC 248353827, 3617.34, 4.69
 TIC 152870120, 3843.63, 4.57
 TIC 38139521, 4066.05, 4.64
 TIC 332109176, 3282.59, 4.50
 TIC 380195549, 3471.27, 4.54
 TIC 98667477, 3613.92, 4.86
 TIC 205760699, 3745.39, 4.20
 TIC 203226289, 4244.83, 4.58
 TIC 176910305, 3830.93, 4.36
 TIC 349132497, 4157.03, 4.66
 TIC 176909122, 3475.77, 4.50
 TIC 411692092, 3296.32, 4.41
 TIC 357492907, 3477.42, 4.65
 TIC 9005649, 4190.46, 4.63
 TIC 425465933, 3564.48, 4.69
 TIC 126237056, 3794.23, 4.74
 TIC 43680513, 3326.99, 4.56
 TIC 311365766, 4231.49, 4.59
 TIC 98296990, 3436.87, 4.84
 TIC 176937899, 3467.55, 4.55
 TIC 176938816, 4135.63, 4.69
 TIC 374238904, 4220.53, 4.64
 TIC 82055010, 4000.26, 4.69
 TIC 176940423, 4244.99, 4.49
 TIC 81028534, 3456.93, 4.82
 TIC 9031777, 4130.75, 4.67
 TIC 437030348, 3416.22, 4.87
 TIC 429301926, 4212.06, 4.66
 TIC 468992985, 4067.10, 4.45
 TIC 117249399, 3542.13, 4.88
 TIC 348662823, 3550.39, 4.51
 TIC 108913191, 3564.02, 4.56
 TIC 117220176, 3553.34, 4.52
 TIC 176878845, 3596.55, 4.76
 TIC 156650615, 3311.97, 4.62
 TIC 423608851, 3692.64, 4.75
 TIC 21285656, 4057.15, 4.46
 TIC 9003212, 4127.76, 4.52
 TIC 138708881, 4170.54, 4.56
 TIC 48663676, 3514.44, 4.44
 TIC 248348852, 3936.16, 4.71
 TIC 333605248, 3549.08, 4.55
 TIC 277769984, 3490.17, 4.74
 TIC 287301648, 4200.38, 4.66
 TIC 357513099, 3679.06, 4.63
 TIC 176868991, 4002.72, 4.66
 TIC 311365439, 3485.90, 4.83
 TIC 435310283, 3558.01, 4.76
 TIC 434097089, 4057.23, 4.69
 TIC 399670708, 3413.77, 4.42
 TIC 38132350, 4197.57, 4.39
 TIC 176938806, 3555.04, 4.66
 TIC 9698894, 4179.70, 4.68
 TIC 8918762, 3901.62, 4.64
 TIC 204820551, 4199.51, 4.66
 TIC 38141156, 3657.41, 4.55
 TIC 399702508, 4146.80, 4.70
 TIC 411691451, 3615.63, 4.65
 TIC 240851662, 3760.42, 4.70
 TIC 117354367, 3880.35, 4.62
 TIC 226028523, 3541.89, 4.60
 TIC 9632521, 3811.40, 4.57
 TIC 203363277, 3688.53, 4.47
 TIC 186282342, 4120.02, 4.36
 TIC 100009583, 4001.22, 4.70
 TIC 438519595, 3807.09, 4.68
 TIC 155017986, 3641.41, 4.63
 TIC 111058439, 3978.05, 4.72
 TIC 323181287, 3756.58, 4.65
 TIC 277870683, 3646.64, 4.67
 TIC 2675188, 3699.13, 4.37
 TIC 436645006, 3626.04, 4.80
 TIC 443970622, 3694.54, 4.46
 TIC 399672846, 3505.66, 4.45
 TIC 190829856, 3720.66, 4.40
 TIC 293893550, 3479.44, 4.73
 TIC 277810791, 3482.08, 4.64
 TIC 344283150, 3732.86, 4.77
 TIC 293945546, 3682.42, 4.45
 TIC 293945439, 3659.30, 4.73
 TIC 311086024, 3512.96, 4.69
 TIC 98591669, 3724.72, 4.58
 TIC 344226039, 3813.18, 4.55
 TIC 98674214, 4180.66, 4.46
 TIC 248346587, 4201.26, 4.62
 TIC 368438569, 4184.99, 4.22
 TIC 414967292, 3836.75, 4.40
 TIC 183650413, 3515.84, 4.78
 TIC 225889229, 3342.41, 4.93
 TIC 130713953, 4035.85, 4.67
 TIC 85913840, 3519.17, 4.64
 TIC 152805203, 3500.76, 4.09
 TIC 146799067, 3529.83, 4.85
 TIC 277810838, 3766.04, 4.61
 TIC 152829036, 4153.65, 4.68
 TIC 225953217, 4221.71, 4.50
 TIC 117380198, 3582.14, 4.78
 TIC 98680512, 3423.76, 4.86
 TIC 115081508, 4098.33, 4.64
 TIC 9030291, 3656.09, 4.59
 TIC 176869912, 4044.10, 4.44
 TIC 176908940, 4211.73, 4.49
 TIC 293945052, 4099.78, 4.68
 TIC 38116676, 3555.86, 4.60
 TIC 203282528, 3531.42, 4.69
 TIC 49592293, 4112.76, 4.70
 TIC 8918781, 4219.66, 4.52
 TIC 176940213, 3676.82, 4.62
 TIC 303596911, 3406.37, 4.91
 TIC 277869113, 3435.60, 4.59
 TIC 110997008, 4193.62, 4.44
 TIC 146366079, 4136.68, 4.69
 TIC 176908801, 3872.78, 4.64
 TIC 436706642, 3799.08, 4.67
 TIC 49417108, 3390.15, 4.48
 TIC 248344882, 3912.35, 4.75
 TIC 98591656, 3601.10, 4.52
 TIC 49737863, 4081.37, 4.77
 TIC 344279157, 4202.69, 4.65
 TIC 293890822, 3551.81, 4.31
 TIC 126367144, 3582.76, 4.71
 TIC 242944869, 3508.77, 4.87
 TIC 98582560, 3810.31, 4.60
 TIC 152800427, 3621.02, 4.76
 TIC 152701867, 4227.26, 4.64
 TIC 176869804, 3880.39, 4.53
 TIC 98628420, 3625.57, 4.67
 TIC 6992389, 3372.49, 4.91
 TIC 389140134, 3514.96, 4.75
 TIC 2527981, 3450.37, 4.92
 TIC 269557712, 3696.74, 4.58
 TIC 49733597, 4209.09, 4.36
 TIC 281701279, 3837.48, 4.68
 TIC 147783599, 3368.44, 4.42
 TIC 173097386, 4097.77, 4.69
 TIC 293890763, 3466.35, 4.58
 TIC 9031843, 3402.39, 4.99
 TIC 323014388, 4108.97, 4.51
 TIC 108917476, 4141.26, 4.50
 TIC 98753293, 3675.33, 4.83
 TIC 277876825, 3610.13, 4.79
 TIC 344279511, 4122.13, 4.26
 TIC 293893258, 3993.71, 4.70
 TIC 248944632, 3567.04, 4.01
 TIC 374269004, 4000.88, 4.68
 TIC 117506575, 4249.45, 4.63
 TIC 38086750, 3824.26, 4.67
 TIC 98670317, 3465.18, 4.53
 TIC 176877423, 3897.11, 4.75
 TIC 443614443, 3667.35, 4.27
 TIC 117380533, 3553.42, 4.41
 TIC 68056797, 3453.82, 4.58
 TIC 38116485, 3793.06, 4.61
 TIC 111015052, 4192.88, 4.66
 TIC 292202355, 4052.91, 4.69
 TIC 173147467, 3599.24, 4.61
 TIC 388995538, 4214.44, 4.67
 TIC 49677655, 4149.82, 4.48
 TIC 66782319, 3434.36, 4.85
 TIC 203248702, 3903.87, 4.72
 TIC 9700017, 3655.63, 4.63
 TIC 9698910, 3553.57, 4.69
 TIC 152772680, 3433.01, 4.90
 TIC 337608201, 3520.83, 4.76
 TIC 248387393, 3892.42, 4.65
 TIC 398206858, 3380.31, 4.85
 TIC 21285450, 3669.85, 4.73
 TIC 411691321, 3713.20, 4.50
 TIC 311086012, 3924.20, 4.64
 TIC 9633545, 3562.75, 4.76
 TIC 126240074, 4100.18, 4.65
 TIC 380197968, 3826.92, 4.44
 TIC 294302476, 3891.33, 4.61
 TIC 80354842, 4156.31, 4.32
 TIC 225954090, 3774.20, 4.67
 TIC 243016006, 3284.21, 4.97
 TIC 248944625, 3550.19, 4.88
 TIC 152868585, 4197.45, 4.65
 TIC 9051724, 3974.68, 4.67
 TIC 9726043, 3889.70, 4.67
 TIC 9004224, 3513.31, 4.76
 TIC 293945398, 3518.28, 4.91
 TIC 225884585, 3454.20, 4.76
 TIC 176877713, 4246.52, 4.61
 TIC 176911376, 3503.67, 4.83
 TIC 49687088, 3556.11, 4.72
 TIC 117416715, 3786.58, 4.70
 TIC 8919278, 3914.41, 4.72
 TIC 38140745, 3432.72, 4.79
 TIC 98591797, 3789.52, 4.72
 TIC 49733737, 3856.40, 4.64
 TIC 20419683, 4221.57, 4.59
 TIC 332108990, 3659.88, 4.72
 TIC 277870803, 3620.62, 4.64
 TIC 48538247, 4240.66, 4.65
 TIC 292202578, 3356.37, 4.96
 TIC 402317854, 3853.90, 4.47
 TIC 308254407, 3555.36, 4.68
 TIC 438427799, 3510.58, 4.67
 TIC 336994061, 3385.64, 4.89
 TIC 308258738, 4123.19, 4.55
 TIC 438165862, 4002.60, 4.68
 TIC 438427924, 4176.62, 4.54
 TIC 438153993, 4036.38, 4.66
 TIC 468988668, 3704.20, 4.70
 TIC 126314049, 3621.04, 4.43
 TIC 281660393, 4143.95, 4.34
 TIC 85979436, 4105.48, 4.67
 TIC 68560644, 3516.20, 4.79
 TIC 333607972, 4130.07, 4.69
 TIC 303676790, 3625.77, 4.55
 TIC 411697603, 3436.61, 4.70
 TIC 374179626, 3353.21, 4.34
 TIC 12858353, 3519.84, 4.90
 TIC 277833647, 3879.36, 4.46
 TIC 389052691, 4249.45, 4.48
 TIC 98583035, 3761.34, 4.72
 TIC 49687291, 3223.24, 4.97
 TIC 374179985, 3433.02, 4.73
 TIC 348667862, 4246.47, 4.66
 TIC 38132721, 4136.83, 4.68
 TIC 126277905, 4124.34, 4.68
 TIC 380943251, 3279.34, 4.95
 TIC 399673449, 4196.02, 4.37
 TIC 443617819, 3513.30, 4.85
 TIC 269530577, 3608.64, 4.55
 TIC 98676034, 3768.07, 4.58
 TIC 269571916, 4132.47, 4.67
 TIC 436659243, 3934.79, 4.50
 TIC 366485446, 3981.63, 4.67
 TIC 248344723, 3837.25, 4.66
 TIC 4579893, 3635.64, 4.78
 TIC 30915249, 3817.62, 4.66
 TIC 98628557, 3640.03, 4.39
 TIC 243031371, 3545.69, 4.60
 TIC 344279801, 3477.05, 4.55
 TIC 152830056, 3453.44, 4.59
 TIC 98582671, 3491.16, 4.98
 TIC 12723905, 3675.92, 4.30
 TIC 111752193, 3743.78, 4.59
 TIC 415335457, 3661.21, 4.69
 TIC 468987845, 4231.88, 4.61
 TIC 225884597, 3708.21, 4.46
 TIC 111716624, 4201.05, 4.65
 TIC 269486092, 3390.00, 4.89
 TIC 8938888, 4116.11, 4.50
 TIC 436727754, 3621.98, 4.89
 TIC 456865281, 3836.52, 4.40
 TIC 117419467, 3475.40, 4.79
 TIC 66768252, 3513.72, 4.89
 TIC 392103823, 3401.96, 4.89
 TIC 185681980, 3761.23, 4.80
 TIC 38085834, 3492.85, 4.94
 TIC 38140769, 3583.75, 4.74
 TIC 344297537, 3865.48, 4.24
 TIC 176876401, 4187.63, 4.58
 TIC 303682403, 4053.85, 4.48
 TIC 245823155, 3506.86, 4.77
 TIC 81986390, 4224.64, 4.57
 TIC 6950824, 3564.18, 4.75
 TIC 392490487, 3884.47, 4.67
 TIC 130714129, 3535.06, 4.58
 TIC 176943904, 4029.97, 4.70
 TIC 115008130, 3510.91, 4.82
 TIC 434260443, 3642.78, 4.44
 TIC 344297459, 4246.28, 4.66
 TIC 203282553, 3767.39, 4.57
 TIC 98661858, 4124.46, 4.36
 TIC 402313096, 3776.38, 4.63
 TIC 277798764, 4182.41, 4.40
 TIC 414966287, 3336.96, 4.85
 TIC 386889822, 3879.78, 4.63
 TIC 176876423, 4160.01, 4.46
 TIC 176941689, 3664.65, 4.74
 TIC 49735473, 3869.85, 4.61
 TIC 152701858, 4073.14, 4.34
 TIC 436727803, 3600.56, 4.17
 TIC 176867607, 3563.03, 4.78
 TIC 117414145, 3678.43, 4.66
 TIC 357616983, 3581.34, 4.62
 TIC 248944579, 4209.70, 4.62
 TIC 12857784, 4173.10, 4.54
 TIC 388978329, 3418.97, 4.90
 TIC 117416916, 3503.04, 4.85
 TIC 49783772, 3986.12, 4.67
 TIC 86102415, 3893.80, 4.67
 TIC 437698038, 3532.38, 4.70
 TIC 293702522, 3824.94, 4.28
 TIC 176867691, 4226.05, 4.56
 TIC 411691342, 4161.67, 4.56
 TIC 248942687, 4049.74, 4.73
 TIC 98677024, 3425.32, 4.20
 TIC 176944100, 4139.17, 4.64
 TIC 176908789, 4233.86, 4.60
 TIC 163645066, 4130.67, 4.66
 TIC 8919267, 3872.96, 4.45
 TIC 205454551, 3705.85, 4.67
 TIC 311365772, 4088.79, 4.41
 TIC 82049276, 3414.48, 4.55
 TIC 411692260, 3276.01, 4.65
 TIC 389135510, 3650.40, 4.86
 TIC 48538712, 3461.39, 4.77
 TIC 117508819, 3647.33, 4.63
 TIC 8962578, 3719.56, 4.53
 TIC 436576058, 3745.08, 4.74
 TIC 243008078, 3684.26, 4.68
 TIC 388814538, 4229.17, 4.55
 TIC 291089864, 3899.48, 4.71
 TIC 293638553, 3621.69, 4.74
 TIC 176942811, 3525.08, 4.90
 TIC 176879133, 3591.00, 4.72
 TIC 411691526, 3820.57, 4.45
 TIC 392036618, 3228.47, 4.92
 TIC 240810542, 3615.24, 4.74
 TIC 27683074, 3271.47, 4.96
 TIC 200672747, 4042.81, 4.65
 TIC 49591946, 3534.38, 4.84
 TIC 411692023, 3813.17, 4.69
 TIC 21339583, 3893.86, 4.40
 TIC 286961189, 3802.11, 4.74
 TIC 269591772, 3511.47, 4.93
 TIC 380943161, 3902.29, 4.65
 TIC 392457862, 4087.59, 4.65
 TIC 434131860, 3521.65, 4.43
 TIC 9756870, 3483.51, 4.76
 TIC 98724443, 3701.47, 4.66
 TIC 23157629, 3978.11, 4.55
 TIC 49687242, 3363.67, 4.90
 TIC 248380480, 3979.67, 4.70
 TIC 23761122, 3619.82, 4.21
 TIC 203219993, 3460.08, 4.83
 TIC 49678015, 4170.92, 4.56
 TIC 117417185, 3985.24, 4.70
 TIC 471012424, 3636.74, 4.40
 TIC 380909768, 3639.84, 4.39
 TIC 176877524, 3638.80, 4.13
 TIC 411691496, 3811.73, 4.67
 TIC 86016614, 4169.30, 4.48
 TIC 126314357, 3435.74, 4.05
 TIC 293944148, 3481.88, 4.78
 TIC 98594084, 4117.38, 4.70
 TIC 8937880, 3562.87, 4.64
 TIC 98581347, 4218.37, 4.64
 TIC 9062203, 3510.81, 4.66
 TIC 173109284, 3374.28, 4.47
 TIC 38131691, 3423.54, 4.86
 TIC 366354505, 3815.88, 4.75
 TIC 443996665, 3970.97, 4.38
 TIC 344279173, 3414.76, 4.59
 TIC 443610065, 4120.37, 4.39
 TIC 389052558, 3434.95, 4.80
 TIC 49464456, 3373.67, 4.91
 TIC 117357598, 3722.02, 4.56
 TIC 23016599, 3636.83, 4.41
 TIC 130713900, 3839.29, 4.68
 TIC 437035505, 4177.04, 4.62
 TIC 100024411, 3513.43, 4.79
 TIC 374296504, 3574.88, 4.80
 TIC 269486683, 3661.71, 4.76
 TIC 380640263, 3850.96, 4.39
 TIC 248344735, 3888.84, 4.71
 TIC 399732883, 3742.98, 4.80
 TIC 100018884, 3695.80, 4.53
 TIC 438318543, 4168.52, 4.45
 TIC 434392844, 4169.80, 4.62
 TIC 438321852, 3516.07, 4.86
 TIC 307584925, 3635.35, 4.52
 TIC 432610469, 3547.44, 4.85
 TIC 115082661, 3868.79, 4.71
 TIC 98591476, 3592.41, 4.81
 TIC 423611933, 3583.92, 4.71
 TIC 98662732, 3373.35, 4.63
 TIC 366399807, 3658.27, 4.18
 TIC 98591450, 3523.16, 4.72
 TIC 437331387, 3553.77, 4.50
 TIC 2373739, 4231.86, 4.64
 TIC 176942724, 3381.38, 4.85
 TIC 423611547, 3472.38, 4.59
 TIC 117272089, 3546.51, 4.41
 TIC 190844726, 3608.30, 4.18
 TIC 9066056, 3315.33, 4.91
 TIC 9030279, 4197.30, 4.57
 TIC 389120589, 3323.54, 4.99
 TIC 2670216, 3850.41, 4.72
 TIC 436703189, 3790.25, 4.69
 TIC 248348950, 4188.92, 4.47
 TIC 9632380, 3550.28, 4.43
 TIC 293512054, 4143.64, 4.60
 TIC 49710680, 4031.28, 4.61
 TIC 248356005, 3503.33, 4.51
 TIC 185462773, 4082.56, 4.64
 TIC 269533244, 4185.12, 4.69
 TIC 328009666, 3340.98, 4.42
 TIC 429301981, 3667.13, 4.79
 TIC 53207364, 3601.02, 4.39
 TIC 293945523, 4132.20, 4.69
 TIC 437336084, 3473.13, 4.40
 TIC 66765437, 3984.97, 4.66
 TIC 173145717, 3610.04, 4.91
 TIC 399670943, 4092.55, 4.67
 TIC 436563119, 3552.09, 4.66
 TIC 115071861, 3519.95, 4.44
 TIC 117506628, 3441.42, 4.80
 TIC 348722172, 3441.35, 4.83
 TIC 4610915, 3506.18, 4.73
 TIC 344279121, 3613.53, 4.60
 TIC 344242287, 3486.66, 4.51
 TIC 49785790, 3395.60, 4.41
 TIC 293696300, 3586.53, 4.79
 TIC 185856330, 3452.00, 4.79
 TIC 402317913, 3515.30, 4.81
 TIC 5795954, 4230.50, 4.54
 TIC 49708550, 4246.26, 4.65
 TIC 389167747, 3540.35, 4.77
 TIC 434097212, 3759.80, 4.84
 TIC 205522619, 3384.87, 4.42
 TIC 175407567, 3706.35, 4.39
 TIC 293837459, 3388.70, 4.79
 TIC 49785775, 3641.46, 4.39
 TIC 437030707, 4079.11, 4.69
 TIC 43678344, 3462.00, 4.79
 TIC 8918300, 3426.50, 4.56
 TIC 186693183, 3676.10, 4.52
 TIC 366658420, 3539.46, 4.76
 TIC 38132199, 4173.65, 4.67
 TIC 49738206, 4177.59, 4.68
 TIC 9756939, 4093.28, 4.70
 TIC 293837408, 3505.71, 4.86
 TIC 389081663, 3527.80, 4.42
 TIC 344283108, 4151.49, 4.66
 TIC 176944154, 3836.34, 4.56
 TIC 405679690, 3706.57, 4.59
 TIC 423609085, 4086.10, 4.52
 TIC 68164796, 4093.69, 4.66
 TIC 240716106, 3664.62, 4.71
 TIC 465988358, 3666.78, 4.06
 TIC 468987621, 4140.77, 4.49
 TIC 466053942, 3494.53, 4.77
 TIC 436652148, 4196.09, 4.58
 TIC 201336292, 3544.75, 4.43
 TIC 436640573, 4052.84, 4.69
 TIC 0, 3957.27, 4.64
 TIC 176910044, 3685.55, 4.76
 TIC 411749152, 3750.32, 4.31
 TIC 277833056, 4147.62, 4.37
 TIC 27679309, 4115.48, 4.45
 TIC 183651885, 4155.62, 4.66
 TIC 411697420, 2792.66, 4.53
 TIC 434128541, 3791.47, 4.62
 TIC 21289477, 4167.51, 4.68
 TIC 345033429, 3528.79, 4.71
 TIC 459347465, 3856.28, 4.63
 TIC 87639769, 3683.27, 4.15
 TIC 152870347, 3570.12, 4.80
 TIC 14326000, 3410.05, 4.82
 TIC 434234612, 3516.24, 4.81
 TIC 176877441, 3720.38, 4.58
 TIC 9666180, 4144.03, 4.57
 TIC 138708718, 3440.65, 4.84
 TIC 344770641, 3998.45, 4.47
 TIC 281655511, 3678.29, 4.61
 TIC 68327107, 3535.50, 4.75
 TIC 386589057, 3468.70, 4.79
 TIC 277769111, 3667.70, 4.69
 TIC 9709992, 3488.11, 4.84
 TIC 311365678, 3612.23, 4.21
 TIC 318090619, 3685.81, 4.56
 TIC 38141139, 3767.38, 4.81
 TIC 9709057, 3643.25, 4.79
 TIC 9665425, 4072.68, 4.66
 TIC 357513138, 4242.10, 4.57
 TIC 248378082, 3433.36, 4.76
 TIC 98668342, 4194.91, 4.41
 TIC 437035429, 3688.47, 4.57
 TIC 347809087, 4118.64, 4.67
 TIC 85978915, 3652.60, 4.34
 TIC 436666678, 4162.93, 4.66
 TIC 38158383, 3985.86, 4.72
 TIC 243243093, 4192.46, 4.69
 TIC 398569942, 4194.63, 4.63
 TIC 9756940, 3713.76, 4.84
 TIC 173109506, 4242.78, 4.68
 TIC 423610857, 3530.04, 4.59
 TIC 117414115, 3688.56, 4.46
 TIC 429302009, 3170.88, 4.99
 TIC 49675108, 3505.46, 4.83
 TIC 146364193, 3392.24, 4.86
 TIC 176911357, 3815.14, 4.61
 TIC 183640624, 3500.56, 4.10
 TIC 152802597, 4143.46, 4.66
 TIC 20423419, 3575.40, 4.69
 TIC 98580994, 3457.80, 4.50
 TIC 225801920, 3689.21, 4.69
 TIC 98582946, 3582.92, 4.79
 TIC 286362065, 3607.79, 4.48
 TIC 202611202, 3807.16, 4.73
 TIC 366398833, 3857.59, 4.22
 TIC 126316803, 4099.30, 4.68
 TIC 117254492, 3655.23, 4.54
 TIC 98594326, 3515.28, 4.84
 TIC 8938751, 3958.30, 4.71
 TIC 138660597, 3488.97, 4.73
 TIC 176878996, 3557.42, 4.67
 TIC 43549969, 3812.02, 4.47
 TIC 293509614, 3554.19, 4.78
 TIC 307372459, 4209.75, 4.63
 TIC 438412651, 4071.87, 4.66
 TIC 176876383, 4155.00, 4.66
 TIC 286961342, 4135.95, 4.21
 TIC 176878681, 3714.79, 4.86
 TIC 9697793, 3683.00, 4.74
 TIC 176942757, 4173.35, 4.45
 TIC 336891563, 3621.66, 4.28
 TIC 8996026, 3484.45, 4.59
 TIC 411698143, 4100.56, 4.30
 TIC 152773109, 4199.99, 4.66
 TIC 344225739, 3830.89, 4.40
 TIC 98719090, 3592.11, 4.66
 TIC 147815390, 3894.56, 4.57
 TIC 293768133, 4108.53, 4.66
 TIC 374273515, 3806.40, 4.70
 TIC 86119414, 3360.77, 4.61
 TIC 458678058, 3472.54, 4.53
 TIC 436562470, 3673.27, 4.36
 TIC 38141726, 4105.83, 4.52
 TIC 281660150, 3956.66, 4.65
 TIC 49427354, 4093.07, 4.67
 TIC 1642154, 4205.02, 4.66
 TIC 248383147, 3335.43, 4.94
 TIC 369493350, 3313.34, 4.71
 TIC 117417204, 3883.03, 4.65
 TIC 436632581, 4104.78, 4.69
 TIC 444037966, 3673.61, 4.74
 TIC 98591696, 3561.84, 4.64
 TIC 53207518, 3911.99, 4.62
 TIC 176879064, 4083.30, 4.69
 TIC 152216289, 4237.50, 4.37
 TIC 248942729, 3783.82, 4.71
 TIC 8938684, 4210.60, 4.64
 TIC 443617586, 3717.31, 4.55
 TIC 49733310, 3830.65, 4.50
 TIC 53207370, 3579.54, 4.74
 TIC 192456315, 3690.09, 4.52
 TIC 9709249, 3459.79, 4.24
 TIC 146364223, 4184.10, 4.57
 TIC 396846760, 3867.09, 4.78
 TIC 380166466, 3658.39, 4.51
 TIC 49419427, 4076.58, 4.45
 TIC 183651872, 3468.82, 4.43
 TIC 98629486, 3461.96, 4.92
 TIC 303593747, 3410.00, 4.60
 TIC 7020543, 3753.63, 4.72
 TIC 98676970, 3364.36, 4.74
 TIC 293893125, 3558.98, 4.09
 TIC 49735644, 3701.28, 4.64
 TIC 173097335, 4230.40, 4.63
 TIC 389168742, 4112.93, 4.66
 TIC 374273248, 4218.22, 4.64
 TIC 374171419, 4196.64, 4.61
 TIC 188570396, 3806.45, 4.66
 TIC 444037480, 4243.08, 4.68
 TIC 8964696, 4141.91, 4.63
 TIC 248345115, 3616.20, 4.66
 TIC 9709850, 3470.63, 4.92
 TIC 38132281, 4149.14, 4.66
 TIC 126278050, 4096.54, 4.38
 TIC 8991016, 4061.80, 4.74
 TIC 176937904, 3682.61, 4.83
 TIC 436631789, 3852.58, 4.66
 TIC 109100013, 3842.19, 4.69
 TIC 147815889, 3592.77, 4.80
 TIC 126278301, 3531.37, 4.74
 TIC 9633643, 3824.02, 4.61
 TIC 9666202, 3849.26, 4.64
 TIC 293945090, 3381.63, 4.59
 TIC 185856428, 3687.14, 4.73
 TIC 49591842, 4118.35, 4.26
 TIC 344225799, 3787.18, 4.69
 TIC 269594456, 3552.47, 4.64
 TIC 173109340, 3787.33, 4.86
 TIC 205176344, 4105.40, 4.16
 TIC 98582681, 4218.94, 4.66
 TIC 9051849, 3476.75, 4.82
 TIC 269594385, 3849.73, 4.39
 TIC 9632300, 3611.12, 4.61
 TIC 293890626, 3562.22, 4.79
 TIC 157858676, 3615.69, 4.74
 TIC 335011099, 3738.38, 4.69
 TIC 366410722, 3666.22, 4.44
 TIC 9700105, 3798.82, 4.49
 TIC 152720116, 3570.51, 4.72
 TIC 38140896, 3791.03, 4.62
 TIC 49554433, 4035.60, 4.67
 TIC 32423317, 4150.26, 4.68
 TIC 185467641, 3215.93, 4.96
 TIC 188572065, 3786.03, 4.60
 TIC 357513971, 4158.53, 4.55
 TIC 396733588, 3784.97, 4.63
 TIC 20537272, 4185.41, 4.45
 TIC 8990017, 3609.09, 4.86
 TIC 293837214, 3623.20, 4.52
 TIC 248353961, 3689.57, 4.53
 TIC 176911320, 3580.74, 4.80
 TIC 458681667, 3668.14, 4.63
 TIC 277811379, 3490.67, 4.87
 TIC 138687740, 4239.43, 4.42
 TIC 8918935, 3461.15, 4.84
 TIC 9632511, 4061.20, 4.67
 TIC 290055390, 3673.05, 4.77
 TIC 152823889, 3589.41, 4.73
 TIC 86846210, 4194.96, 4.60
 TIC 49689806, 4134.47, 4.42
 TIC 311365756, 3699.57, 4.76
 TIC 186477241, 4144.53, 4.36
 TIC 173097582, 3535.02, 4.41
 TIC 98594369, 3563.16, 4.78
 TIC 9031821, 3677.85, 4.13
 TIC 8963824, 4161.33, 4.44
 TIC 293945255, 3632.67, 4.34
 TIC 8990752, 4243.41, 4.60
 TIC 157839227, 2721.86, 4.61
 TIC 9031795, 4177.84, 4.66
 TIC 49644172, 4226.27, 4.44
 TIC 293945279, 3363.76, 4.47
 TIC 147689614, 3519.00, 4.76
 TIC 349132699, 3538.57, 4.66
 TIC 130726658, 3660.75, 4.72
 TIC 98593457, 3746.43, 4.48
 TIC 311365297, 3519.10, 4.71
 TIC 386908909, 3515.73, 4.83
 TIC 197221134, 3475.50, 4.91
 TIC 49733052, 3372.75, 4.97
 TIC 110976219, 3380.81, 4.95
 TIC 176908817, 3445.60, 4.63
 TIC 9709085, 3211.09, 4.96
 TIC 12787721, 4083.76, 4.68
 TIC 434097128, 4225.68, 4.54
 TIC 9003064, 4249.12, 4.68
 TIC 47380355, 3328.70, 4.87
 TIC 436584648, 3816.43, 4.44
 TIC 186472246, 4243.31, 4.66
 TIC 335824560, 3765.86, 4.40
 TIC 458682236, 4155.71, 4.50
 TIC 9031945, 3583.77, 4.62
 TIC 49453840, 3769.86, 4.55
 TIC 402325481, 3476.80, 4.50
 TIC 0, 3523.34, 4.59
 TIC 372654792, 3557.22, 4.11
 TIC 337185069, 3478.69, 4.93
 TIC 438400035, 4217.09, 4.67
 TIC 438321917, 3679.62, 4.78
 TIC 438321652, 3395.62, 4.98
 TIC 307585442, 3579.88, 4.83
 TIC 59615471, 3379.25, 4.67
 TIC 49733377, 3567.32, 4.68
 TIC 117279351, 3659.59, 4.74
 TIC 286362137, 3580.47, 4.72
 TIC 12773325, 3467.40, 4.63
 TIC 20495046, 3437.16, 4.83
 TIC 404433877, 3508.33, 4.98
 TIC 388814626, 3481.25, 4.83
 TIC 176911328, 3533.11, 4.78
 TIC 176879084, 3810.27, 4.61
 TIC 284993666, 4206.85, 4.63
 TIC 423608890, 3603.33, 4.47
 TIC 8990684, 3417.64, 4.52
 TIC 389134691, 3633.11, 4.14
 TIC 117354659, 4087.26, 4.68
